queue_ahead,daily_caller,hour,minute,day_of_week,wait_length
0,107,14,52,4,0
0,108,14,57,4,0
0,109,15,1,4,0
0,110,15,12,4,0
0,111,15,14,4,0
0,112,15,20,4,0
0,113,15,24,4,0
0,114,15,28,4,0
0,115,15,31,4,0
0,116,15,36,4,0
0,117,15,40,4,0
0,118,15,45,4,0
0,119,15,48,4,0
0,120,15,57,4,0
0,121,16,1,4,0
0,122,16,2,4,0
0,123,16,4,4,0
0,124,16,4,4,0
0,125,16,5,4,0
0,126,16,19,4,0
0,127,16,21,4,0
0,128,16,22,4,0
0,129,16,32,4,0
0,130,16,37,4,0
0,131,16,45,4,0
0,132,16,51,4,0
0,133,16,53,4,0
0,134,16,54,4,0
0,135,17,0,4,0
0,136,17,3,4,0
0,137,17,5,4,0
0,138,17,11,4,0
0,139,17,28,4,0
0,140,17,30,4,0
0,141,17,31,4,0
0,142,17,32,4,0
0,143,17,33,4,0
0,144,17,38,4,0
0,145,17,49,4,0
0,146,17,54,4,0
0,1,8,0,0,0
0,2,8,0,0,0
0,3,8,0,0,0
0,4,8,2,0,0
0,5,8,3,0,0
0,6,8,7,0,0
0,7,8,25,0,0
0,8,8,31,0,0
0,9,8,33,0,0
0,10,8,36,0,0
0,11,8,45,0,0
0,12,8,45,0,0
0,13,8,51,0,0
0,14,9,8,0,0
0,15,9,13,0,0
0,16,9,21,0,0
0,17,9,24,0,0
0,18,9,25,0,0
0,19,9,27,0,0
0,20,9,45,0,0
0,21,10,1,0,0
0,22,10,2,0,0
0,23,10,3,0,0
0,24,10,8,0,0
0,25,10,13,0,0
0,26,10,14,0,0
0,27,10,17,0,0
0,28,10,34,0,0
0,29,10,35,0,0
0,30,10,41,0,0
0,31,10,49,0,0
0,32,10,50,0,0
0,33,10,57,0,0
0,34,11,2,0,0
0,35,11,8,0,0
0,36,11,15,0,0
0,37,11,17,0,0
0,38,11,20,0,0
0,39,11,29,0,0
0,40,11,34,0,0
0,41,11,41,0,0
0,42,11,41,0,0
0,43,11,43,0,0
0,44,11,52,0,0
0,45,11,53,0,0
0,46,11,56,0,0
0,47,12,11,0,0
0,48,12,18,0,0
0,49,12,29,0,0
0,50,12,31,0,0
0,51,12,35,0,0
0,52,12,41,0,0
0,53,12,51,0,0
0,54,12,53,0,0
0,55,12,55,0,0
0,56,13,0,0,0
0,57,13,3,0,0
0,58,13,5,0,0
0,59,13,6,0,0
0,60,13,7,0,0
0,61,13,9,0,0
0,62,13,10,0,67
0,63,13,11,0,34
0,64,13,13,0,149
0,65,13,20,0,0
0,66,13,21,0,0
0,67,13,23,0,0
0,68,13,26,0,0
0,69,13,27,0,0
0,70,13,37,0,0
0,71,13,40,0,0
0,72,13,41,0,0
0,73,13,41,0,0
0,74,13,55,0,0
0,75,13,58,0,0
0,76,14,6,0,0
0,77,14,6,0,0
0,78,14,15,0,0
0,79,14,20,0,0
0,80,14,23,0,0
0,81,14,30,0,0
0,82,14,32,0,0
0,83,14,41,0,0
0,84,14,41,0,0
0,85,14,42,0,0
0,86,14,46,0,0
0,87,14,54,0,0
0,88,14,54,0,0
0,89,15,2,0,0
0,90,15,8,0,0
0,91,15,9,0,0
0,92,15,20,0,0
0,93,15,22,0,0
0,94,15,23,0,0
0,95,15,24,0,68
1,96,15,25,0,148
0,97,15,32,0,0
0,98,15,32,0,0
0,99,15,36,0,0
0,100,15,37,0,0
0,101,15,42,0,0
0,102,15,44,0,0
0,103,15,44,0,0
0,104,15,51,0,0
0,105,15,56,0,0
0,106,15,56,0,0
0,107,15,58,0,0
0,108,16,0,0,0
0,109,16,16,0,0
0,110,16,16,0,0
0,111,16,25,0,0
0,112,16,28,0,0
0,113,16,33,0,0
0,114,16,38,0,0
0,115,16,39,0,0
0,117,16,51,0,0
0,116,16,51,0,0
0,118,16,51,0,0
0,119,16,51,0,0
0,120,16,52,0,35
1,121,16,52,0,166
1,122,16,53,0,146
0,123,17,2,0,0
0,124,17,15,0,0
0,125,17,18,0,0
0,126,17,19,0,0
0,127,17,23,0,0
0,128,17,23,0,0
0,129,17,37,0,0
0,130,17,45,0,0
0,131,17,48,0,0
0,132,17,51,0,0
0,133,17,53,0,0
0,134,17,54,0,0
0,135,17,55,0,0
0,1,8,0,1,0
0,2,8,2,1,0
0,3,8,6,1,0
0,4,8,9,1,0
0,5,8,10,1,0
0,6,8,12,1,0
0,7,8,14,1,0
0,8,8,17,1,0
0,9,8,21,1,0
0,10,8,25,1,0
0,11,8,34,1,0
0,12,8,45,1,0
0,13,8,48,1,0
0,14,8,54,1,0
0,15,9,3,1,0
0,16,9,4,1,0
0,17,9,7,1,0
0,18,9,10,1,0
0,19,9,17,1,0
0,20,9,19,1,0
0,21,9,23,1,0
0,22,9,24,1,0
0,23,9,39,1,0
0,24,9,39,1,0
0,25,9,40,1,0
0,26,9,53,1,0
0,27,10,0,1,0
0,28,10,0,1,0
0,29,10,2,1,0
0,30,10,8,1,0
0,31,10,12,1,0
0,32,10,16,1,0
0,33,10,17,1,0
0,34,10,22,1,0
0,35,10,26,1,0
0,36,10,39,1,0
0,37,10,41,1,0
0,38,10,47,1,0
0,39,10,50,1,0
0,40,10,53,1,0
0,41,10,55,1,0
0,42,10,56,1,0
0,43,11,3,1,0
0,44,11,7,1,0
0,45,11,13,1,0
0,46,11,14,1,0
0,47,11,26,1,0
0,48,11,27,1,0
0,49,11,28,1,0
0,50,11,31,1,0
0,51,11,33,1,0
0,52,11,37,1,0
0,53,11,38,1,0
0,54,11,45,1,0
0,55,11,49,1,0
0,56,11,51,1,0
0,57,12,0,1,0
0,58,12,2,1,0
0,59,12,5,1,0
0,60,12,17,1,0
0,61,12,20,1,0
0,62,12,24,1,0
0,63,12,30,1,0
0,64,12,33,1,0
0,65,12,34,1,0
0,66,12,45,1,0
0,67,12,45,1,0
0,68,12,46,1,0
0,69,12,47,1,0
0,70,12,51,1,0
0,71,12,55,1,0
0,72,12,58,1,0
0,73,13,4,1,0
0,74,13,7,1,0
0,75,13,9,1,0
0,76,13,14,1,0
0,77,13,15,1,0
0,78,13,16,1,0
0,79,13,17,1,0
0,80,13,20,1,0
0,81,13,21,1,0
0,82,13,21,1,0
0,83,13,23,1,0
0,84,13,37,1,0
0,85,13,37,1,0
0,86,13,39,1,0
0,87,13,46,1,0
0,88,14,9,1,0
0,89,14,16,1,0
0,90,14,18,1,0
0,91,14,23,1,0
0,92,14,25,1,0
0,93,14,28,1,0
0,94,14,31,1,0
0,95,14,36,1,0
0,96,14,39,1,0
0,97,14,45,1,0
0,98,14,45,1,0
0,99,14,49,1,0
0,100,14,51,1,0
0,101,14,52,1,0
0,102,14,57,1,0
0,103,14,59,1,0
0,104,15,1,1,0
0,105,15,1,1,56
0,106,15,7,1,0
0,107,15,10,1,0
0,108,15,18,1,0
0,109,15,19,1,0
0,110,15,30,1,0
0,111,15,33,1,0
0,112,15,42,1,0
0,113,15,58,1,0
0,114,16,6,1,0
0,115,16,8,1,0
0,116,16,18,1,0
0,117,16,18,1,0
0,118,16,20,1,0
0,119,16,25,1,0
0,120,16,27,1,0
0,121,16,27,1,0
0,122,16,33,1,0
0,123,16,34,1,0
0,124,16,36,1,0
0,125,16,39,1,0
0,126,16,40,1,0
0,127,16,43,1,0
0,128,16,43,1,0
0,129,16,45,1,0
0,130,16,48,1,0
0,131,17,1,1,0
0,132,17,8,1,0
0,133,17,8,1,0
0,134,17,12,1,0
0,135,17,26,1,0
0,136,17,28,1,0
0,137,17,32,1,0
0,138,17,36,1,0
0,139,17,37,1,0
0,140,17,44,1,0
0,141,17,47,1,0
0,143,17,54,1,0
0,1,8,0,2,0
0,2,8,5,2,0
0,3,8,5,2,0
0,4,8,18,2,0
0,5,8,23,2,0
0,6,8,34,2,0
0,7,8,37,2,0
0,8,8,37,2,0
0,9,8,38,2,0
0,10,8,38,2,0
0,11,8,40,2,0
0,12,8,42,2,0
0,13,8,43,2,0
0,14,8,49,2,0
0,15,8,56,2,0
0,16,8,59,2,0
0,17,9,5,2,0
0,18,9,5,2,0
0,19,9,18,2,0
0,20,9,23,2,0
0,21,9,25,2,0
0,22,9,28,2,0
0,23,9,30,2,0
0,24,9,31,2,0
0,25,9,40,2,0
0,26,9,43,2,0
0,27,9,55,2,0
0,28,9,57,2,0
0,29,9,59,2,0
0,30,10,7,2,0
0,31,10,13,2,0
0,32,10,15,2,0
0,33,10,16,2,0
0,34,10,17,2,0
0,35,10,18,2,0
0,36,10,25,2,0
0,37,10,25,2,0
0,38,10,29,2,0
0,39,10,30,2,0
0,40,10,43,2,0
0,41,10,47,2,0
0,42,10,49,2,0
0,43,10,54,2,0
0,44,11,11,2,0
0,45,11,12,2,0
0,46,11,12,2,0
0,47,11,18,2,0
0,48,11,19,2,0
0,49,11,23,2,0
0,50,11,25,2,0
0,51,11,35,2,0
0,52,11,38,2,0
0,53,11,47,2,0
0,54,11,49,2,0
0,55,11,53,2,0
0,56,11,55,2,0
0,57,11,55,2,0
0,58,11,58,2,0
0,59,11,59,2,0
0,60,12,2,2,0
0,61,12,7,2,0
0,62,12,7,2,0
0,63,12,8,2,0
0,64,12,8,2,0
0,65,12,11,2,0
0,66,12,12,2,0
0,67,12,14,2,0
0,68,12,22,2,0
0,69,12,35,2,0
0,70,12,36,2,0
0,71,12,36,2,0
0,72,12,42,2,0
0,73,12,42,2,0
0,74,12,44,2,0
0,75,12,45,2,0
0,76,12,53,2,0
0,77,12,54,2,0
0,78,12,56,2,0
0,79,12,59,2,0
0,80,13,2,2,0
0,81,13,6,2,0
0,82,13,8,2,0
0,83,13,12,2,0
0,84,13,13,2,0
0,85,13,16,2,0
0,86,13,18,2,92
1,87,13,19,2,59
0,88,13,21,2,0
0,89,13,23,2,0
0,90,13,28,2,0
0,91,13,28,2,0
0,92,13,42,2,0
0,93,13,45,2,0
0,94,13,45,2,0
0,95,13,47,2,0
0,96,13,59,2,0
0,97,14,9,2,0
0,98,14,20,2,0
0,99,14,22,2,0
0,100,14,27,2,0
0,101,14,45,2,0
0,102,14,47,2,0
0,103,14,48,2,0
0,104,14,53,2,0
0,105,14,53,2,0
0,106,14,53,2,0
0,107,14,59,2,0
0,108,15,2,2,0
0,109,15,8,2,0
0,110,15,8,2,0
0,111,15,11,2,0
0,112,15,13,2,0
0,113,15,16,2,0
0,114,15,17,2,0
0,115,15,19,2,0
0,116,15,26,2,0
0,117,15,27,2,0
0,118,15,35,2,0
0,119,15,40,2,0
0,120,15,43,2,0
0,121,15,44,2,0
0,122,15,50,2,0
0,123,15,59,2,0
0,124,16,1,2,0
0,125,16,1,2,0
0,126,16,6,2,0
0,127,16,7,2,0
0,128,16,7,2,0
0,129,16,10,2,0
0,130,16,21,2,0
0,131,16,21,2,0
0,132,16,25,2,0
0,133,16,26,2,0
0,134,16,34,2,0
0,135,16,34,2,0
0,136,16,47,2,0
0,137,16,52,2,0
0,138,16,54,2,0
0,139,17,9,2,0
0,140,17,13,2,0
0,141,17,16,2,0
0,142,17,17,2,0
0,143,17,30,2,0
0,144,17,34,2,0
0,145,17,40,2,0
0,146,17,46,2,0
0,147,17,51,2,0
0,148,17,52,2,0
0,149,17,54,2,0
0,150,17,55,2,0
0,1,8,0,3,0
0,2,8,1,3,0
0,3,8,5,3,0
0,4,8,7,3,0
0,5,8,9,3,0
0,6,8,11,3,0
0,7,8,17,3,0
0,8,8,19,3,0
0,9,8,24,3,0
0,10,8,33,3,0
0,11,8,34,3,0
0,12,8,51,3,0
0,13,8,53,3,0
0,14,8,58,3,0
0,15,8,58,3,0
0,16,9,1,3,0
0,17,9,4,3,0
0,18,9,14,3,0
0,19,9,17,3,0
0,20,9,23,3,0
0,21,9,25,3,0
0,22,9,26,3,0
0,23,9,41,3,0
0,24,9,47,3,0
0,25,9,49,3,0
0,26,9,50,3,0
0,27,9,52,3,0
0,28,9,55,3,0
0,29,9,56,3,0
0,30,10,1,3,0
0,31,10,13,3,0
0,32,10,14,3,0
0,33,10,16,3,0
0,34,10,16,3,0
0,35,10,17,3,509
1,36,10,17,3,576
0,37,10,44,3,0
0,38,10,50,3,0
0,39,10,52,3,0
0,40,10,54,3,0
0,41,11,2,3,0
0,42,11,11,3,0
0,43,11,21,3,0
0,44,11,23,3,0
0,45,11,23,3,0
0,46,11,32,3,0
0,47,11,33,3,0
0,48,11,33,3,0
0,49,11,37,3,0
0,50,11,38,3,66
0,51,11,42,3,167
0,52,11,49,3,0
0,53,11,54,3,0
0,54,11,59,3,0
0,55,12,2,3,0
0,56,12,4,3,0
0,57,12,8,3,0
0,58,12,21,3,0
0,59,12,25,3,0
0,60,12,25,3,0
0,61,12,31,3,0
0,62,12,33,3,0
0,63,12,47,3,0
0,64,12,49,3,0
0,65,12,55,3,0
0,66,13,10,3,0
0,67,13,11,3,0
0,68,13,11,3,0
0,69,13,12,3,0
0,70,13,17,3,0
0,71,13,22,3,0
0,72,13,25,3,0
0,73,13,30,3,0
0,74,13,31,3,0
0,75,13,33,3,358
1,76,13,35,3,416
2,77,13,36,3,397
3,78,13,37,3,344
3,79,13,39,3,228
4,80,13,40,3,236
0,81,13,49,3,0
0,82,13,49,3,0
0,83,13,49,3,0
0,84,13,51,3,51
1,85,13,51,3,59
0,86,13,56,3,0
0,87,14,14,3,0
0,88,14,24,3,0
0,89,14,25,3,0
0,90,14,29,3,0
0,91,14,53,3,0
0,92,14,56,3,0
0,93,14,57,3,0
0,94,15,7,3,0
0,95,15,12,3,0
0,96,15,18,3,0
0,97,15,19,3,0
0,98,15,23,3,0
0,99,15,25,3,0
0,100,15,27,3,0
0,101,15,27,3,0
0,102,15,29,3,0
0,103,15,29,3,0
0,104,15,38,3,0
0,105,15,41,3,0
0,106,15,56,3,0
0,107,16,1,3,0
0,108,16,10,3,0
0,109,16,16,3,0
0,110,16,16,3,0
0,111,16,17,3,0
0,112,16,22,3,0
0,113,16,28,3,0
0,114,16,29,3,0
0,115,16,41,3,0
0,116,16,42,3,0
0,117,16,50,3,0
0,118,16,52,3,0
0,119,17,2,3,0
0,120,17,12,3,0
0,121,17,16,3,0
0,122,17,19,3,0
0,123,17,20,3,0
0,124,17,22,3,0
0,125,17,26,3,0
0,126,17,28,3,0
0,127,17,28,3,0
0,128,17,30,3,0
0,129,17,31,3,0
0,130,17,31,3,92
0,131,17,35,3,0
0,132,17,41,3,0
0,133,17,43,3,0
0,1,8,0,4,0
0,2,8,2,4,0
0,3,8,5,4,0
0,4,8,9,4,0
0,5,8,27,4,0
0,6,8,32,4,0
0,7,8,33,4,0
0,8,8,36,4,0
0,9,8,44,4,0
0,10,8,50,4,0
0,11,8,55,4,0
0,12,9,0,4,0
0,13,9,6,4,0
0,14,9,8,4,0
0,15,9,9,4,0
0,16,9,12,4,0
0,17,9,13,4,0
0,18,9,17,4,0
0,19,9,20,4,0
0,20,9,26,4,0
0,21,9,26,4,0
0,22,9,28,4,0
0,23,9,30,4,0
0,24,9,35,4,0
0,25,9,43,4,0
0,26,9,44,4,0
0,27,9,44,4,0
0,28,9,49,4,0
0,29,9,53,4,0
0,30,9,54,4,0
0,31,9,56,4,0
0,32,10,7,4,0
0,33,10,26,4,0
0,34,10,36,4,0
0,35,10,37,4,0
0,36,10,43,4,0
0,37,10,46,4,0
0,38,10,56,4,0
0,39,11,2,4,0
0,40,11,7,4,0
0,41,11,7,4,0
0,42,11,9,4,0
0,43,11,17,4,0
0,44,11,22,4,0
0,45,11,25,4,0
0,46,11,31,4,0
0,47,11,34,4,0
0,48,11,37,4,0
0,49,11,43,4,0
0,50,11,48,4,0
0,51,11,48,4,0
0,52,11,52,4,0
0,53,11,56,4,0
0,54,11,58,4,0
0,55,12,6,4,0
0,56,12,6,4,0
0,57,12,7,4,0
0,58,12,9,4,0
0,59,12,17,4,0
0,60,12,18,4,0
0,61,12,23,4,0
0,62,12,23,4,0
0,63,12,24,4,0
0,64,12,26,4,0
0,65,12,30,4,0
0,66,12,31,4,0
0,67,12,36,4,0
0,68,12,38,4,0
0,69,12,40,4,0
0,70,12,45,4,0
0,71,12,47,4,0
0,72,12,47,4,0
0,73,12,48,4,0
0,74,12,50,4,0
0,75,12,52,4,0
0,76,12,52,4,0
0,77,12,57,4,0
0,78,13,1,4,0
0,79,13,5,4,0
0,80,13,9,4,0
0,81,13,10,4,0
0,82,13,12,4,0
0,83,13,22,4,0
0,84,13,28,4,0
0,85,13,29,4,0
0,86,13,30,4,0
0,87,13,43,4,0
0,88,13,43,4,0
0,89,13,45,4,0
0,90,13,46,4,0
0,91,13,47,4,0
0,92,13,51,4,0
0,93,13,56,4,0
0,94,13,57,4,0
0,95,14,3,4,0
0,96,14,4,4,0
0,97,14,8,4,0
0,98,14,10,4,0
0,99,14,11,4,0
0,100,14,12,4,0
0,101,14,20,4,0
0,102,14,24,4,0
0,103,14,25,4,0
0,104,14,28,4,0
0,105,14,28,4,0
0,106,14,30,4,0
0,107,14,37,4,0
0,108,14,40,4,0
0,109,14,41,4,0
0,110,14,44,4,0
0,111,14,46,4,0
0,112,14,48,4,0
0,113,14,49,4,0
0,114,14,58,4,0
0,115,15,1,4,0
0,116,15,6,4,0
0,117,15,17,4,0
0,118,15,21,4,0
0,119,15,28,4,0
0,120,15,32,4,0
0,121,15,33,4,0
0,122,15,39,4,0
0,123,15,40,4,0
0,124,15,43,4,0
0,125,15,46,4,0
0,126,15,51,4,0
0,127,16,2,4,0
0,128,16,9,4,0
0,129,16,9,4,0
0,130,16,19,4,0
0,131,16,24,4,0
0,132,16,25,4,0
0,133,16,28,4,0
0,134,16,36,4,0
0,135,16,38,4,0
0,136,16,47,4,0
0,137,16,47,4,0
0,138,17,16,4,0
0,139,17,18,4,0
0,140,17,19,4,0
0,141,17,20,4,0
0,142,17,26,4,0
0,143,17,29,4,0
0,144,17,31,4,0
0,145,17,31,4,0
0,146,17,31,4,0
0,147,17,34,4,0
0,148,17,37,4,0
0,149,17,38,4,0
0,150,17,44,4,0
0,151,17,48,4,0
0,152,17,49,4,0
0,153,17,51,4,0
0,154,17,55,4,0
0,1,8,0,0,0
0,2,8,17,0,0
0,3,8,17,0,0
0,4,8,17,0,0
0,5,8,22,0,0
0,6,8,25,0,0
0,7,8,27,0,0
0,8,8,29,0,0
0,9,8,30,0,0
0,10,8,36,0,0
0,11,8,37,0,0
0,12,8,53,0,0
0,13,8,56,0,0
0,14,8,59,0,0
0,15,9,5,0,0
0,16,9,7,0,0
0,17,9,8,0,0
0,18,9,11,0,0
0,19,9,22,0,0
0,20,9,36,0,0
0,21,9,37,0,0
0,22,9,40,0,0
0,23,9,57,0,0
0,24,10,4,0,0
0,25,10,5,0,0
0,26,10,15,0,0
0,27,10,17,0,0
0,28,10,21,0,0
0,29,10,24,0,0
0,30,10,25,0,0
0,31,10,34,0,0
0,32,10,35,0,0
0,33,10,38,0,0
0,34,10,48,0,0
0,35,10,48,0,0
0,36,10,53,0,0
0,37,10,53,0,0
0,38,10,54,0,0
0,39,10,58,0,0
0,40,11,2,0,0
0,41,11,11,0,0
0,42,11,11,0,0
0,43,11,15,0,0
0,44,11,19,0,0
0,45,11,21,0,0
0,46,11,32,0,0
0,47,11,33,0,0
0,48,11,33,0,0
0,49,11,46,0,0
0,50,11,49,0,0
0,51,11,53,0,0
0,52,11,55,0,0
0,53,11,57,0,0
0,54,12,0,0,0
0,55,12,3,0,0
0,56,12,5,0,0
0,57,12,22,0,0
0,58,12,23,0,0
0,59,12,23,0,0
0,60,12,23,0,0
0,61,12,26,0,0
0,62,12,28,0,0
0,63,12,28,0,0
0,64,12,30,0,0
0,65,12,43,0,0
0,66,12,49,0,0
0,67,12,52,0,0
0,68,12,54,0,0
0,69,12,59,0,0
0,70,13,0,0,0
0,71,13,6,0,0
0,72,13,7,0,53
0,73,13,10,0,0
0,74,13,14,0,0
0,75,13,14,0,0
0,76,13,19,0,0
0,77,13,27,0,0
0,78,13,32,0,0
0,79,13,33,0,0
0,80,13,38,0,0
0,81,13,42,0,0
0,82,13,43,0,0
0,83,13,44,0,0
0,84,13,44,0,0
0,85,13,47,0,0
0,86,13,52,0,0
0,87,13,53,0,0
0,88,13,59,0,0
0,89,14,5,0,0
0,90,14,17,0,0
0,91,14,29,0,0
0,92,14,30,0,0
0,93,14,33,0,0
0,94,14,40,0,0
0,95,14,41,0,0
0,96,14,53,0,0
0,97,14,53,0,0
0,98,14,58,0,0
0,99,14,59,0,0
0,100,14,59,0,0
0,101,15,1,0,0
0,102,15,4,0,0
0,103,15,8,0,0
0,104,15,8,0,0
0,105,15,8,0,0
0,106,15,12,0,0
0,107,15,19,0,0
0,108,15,20,0,0
0,109,15,22,0,0
0,110,15,28,0,0
0,111,15,29,0,0
0,112,15,35,0,0
0,113,15,41,0,0
0,114,15,48,0,0
0,115,15,52,0,0
0,116,15,53,0,0
0,117,16,2,0,0
0,118,16,10,0,0
0,119,16,13,0,0
0,120,16,17,0,0
0,121,16,23,0,0
0,122,16,28,0,0
0,123,16,30,0,0
0,124,16,30,0,0
0,125,16,43,0,0
0,126,16,45,0,0
0,127,16,47,0,0
0,128,16,49,0,0
0,129,16,50,0,0
0,130,16,55,0,0
0,131,16,55,0,0
0,132,17,2,0,0
0,133,17,4,0,0
0,134,17,7,0,0
0,135,17,11,0,0
0,136,17,17,0,0
0,137,17,18,0,0
0,138,17,22,0,0
0,139,17,27,0,0
0,140,17,31,0,0
0,141,17,33,0,0
0,142,17,35,0,0
0,143,17,39,0,41
0,144,17,46,0,0
0,145,17,48,0,0
0,146,17,56,0,0
0,1,8,0,1,0
0,2,8,10,1,0
0,3,8,12,1,0
0,4,8,23,1,0
0,5,8,38,1,0
0,6,8,40,1,0
0,7,8,45,1,0
0,8,8,48,1,0
0,9,8,54,1,0
0,10,9,0,1,0
0,11,9,11,1,0
0,12,9,15,1,0
0,13,9,37,1,0
0,14,9,41,1,0
0,15,9,43,1,0
0,16,9,44,1,0
0,17,9,44,1,0
0,18,9,46,1,0
0,19,9,58,1,0
0,20,9,58,1,0
0,21,10,2,1,0
0,22,10,2,1,0
0,23,10,9,1,0
0,24,10,18,1,0
0,25,10,28,1,0
0,26,10,30,1,0
0,27,10,30,1,0
0,28,10,33,1,0
0,29,10,33,1,88
0,30,10,37,1,0
0,31,10,41,1,0
0,32,10,42,1,0
0,33,10,47,1,0
0,34,10,56,1,0
0,35,10,59,1,0
0,36,11,1,1,0
0,37,11,2,1,0
0,38,11,4,1,0
0,39,11,6,1,0
0,40,11,12,1,0
0,41,11,24,1,0
0,42,11,32,1,0
0,43,11,33,1,0
0,44,11,36,1,0
0,45,11,36,1,0
0,46,11,44,1,0
0,47,11,50,1,0
0,48,11,52,1,0
0,49,11,57,1,0
0,50,11,58,1,0
0,51,11,59,1,0
0,52,12,11,1,0
0,53,12,18,1,0
0,54,12,36,1,0
0,55,12,43,1,0
0,56,12,54,1,0
0,57,13,4,1,0
0,58,13,5,1,0
0,59,13,6,1,0
0,60,13,10,1,0
0,61,13,22,1,0
0,62,13,23,1,0
0,63,13,29,1,0
0,64,13,39,1,0
0,65,13,46,1,0
0,66,13,51,1,0
0,67,13,58,1,0
0,68,14,0,1,0
0,69,14,5,1,0
0,70,14,5,1,0
0,71,14,7,1,0
0,72,14,10,1,0
0,73,14,12,1,0
0,74,14,26,1,0
0,75,14,27,1,0
0,76,14,27,1,0
0,77,14,35,1,0
0,78,14,39,1,0
0,79,14,47,1,0
0,80,14,58,1,0
0,81,15,5,1,0
0,82,15,5,1,0
0,83,15,7,1,0
0,84,15,10,1,0
0,85,15,12,1,0
0,86,15,14,1,0
0,87,15,22,1,0
0,88,15,23,1,0
0,89,15,25,1,0
0,90,15,29,1,0
0,91,15,29,1,0
0,92,15,33,1,0
0,93,15,34,1,0
0,94,15,37,1,0
0,95,15,37,1,0
0,96,15,40,1,0
0,97,15,40,1,0
0,98,15,42,1,0
0,99,15,49,1,0
0,100,15,56,1,0
0,101,15,59,1,0
0,102,16,6,1,0
0,103,16,7,1,0
0,104,16,9,1,0
0,105,16,12,1,0
0,106,16,18,1,0
0,107,16,19,1,0
0,108,16,19,1,0
0,109,16,30,1,0
0,110,16,32,1,0
0,111,16,34,1,0
0,112,16,39,1,0
0,113,16,40,1,0
0,114,16,46,1,0
0,115,16,50,1,0
0,116,16,55,1,0
0,117,16,55,1,0
0,118,16,56,1,0
0,119,17,2,1,0
0,120,17,3,1,0
0,121,17,4,1,0
0,122,17,7,1,0
0,123,17,8,1,0
0,124,17,36,1,0
0,125,17,37,1,0
0,126,17,37,1,0
0,127,17,47,1,0
0,128,17,54,1,0
0,129,17,56,1,0
0,1,8,0,2,0
0,2,8,1,2,0
0,3,8,5,2,0
0,4,8,7,2,0
0,5,8,8,2,0
0,6,8,15,2,0
0,7,8,16,2,0
0,8,8,18,2,0
0,9,8,21,2,0
0,10,8,24,2,0
0,11,8,31,2,0
0,12,8,32,2,0
0,13,8,32,2,0
0,14,8,34,2,0
0,15,8,35,2,0
0,16,8,36,2,0
0,17,8,38,2,0
0,18,8,42,2,0
0,19,8,49,2,0
0,20,8,54,2,0
0,21,8,55,2,0
0,22,8,56,2,0
0,23,8,59,2,0
0,24,9,3,2,0
0,25,9,5,2,0
0,26,9,21,2,0
