queue_ahead,daily_caller,hour,minute,day_of_week,recent_arrivals,recent_services,avg_service_time,time_since_previous_call,wait_length,hour_sin,hour_cos,minute_sin,minute_cos,day_sin,day_cos,arrival_service_ratio,queue_per_service,estimated_service_load,arrival_minus_service,queue_arrival_ratio
0,45,11,18,4,2,2,284.75,178.0,0,0.258819045102521,-0.9659258262890682,0.9510565162951536,-0.30901699437494734,-0.433883739117558,-0.9009688679024191,1.0,0.0,569.5,0,0.0
0,46,11,22,4,2,2,284.65,217.0,0,0.258819045102521,-0.9659258262890682,0.7431448254773945,-0.6691306063588579,-0.433883739117558,-0.9009688679024191,1.0,0.0,569.3,0,0.0
0,47,11,24,4,3,3,263.3,135.0,0,0.258819045102521,-0.9659258262890682,0.5877852522924732,-0.8090169943749473,-0.433883739117558,-0.9009688679024191,1.0,0.0,789.9000000000001,0,0.0
0,48,11,28,4,3,3,246.8,222.0,0,0.258819045102521,-0.9659258262890682,0.20791169081775931,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,740.4000000000001,0,0.0
0,49,11,28,4,4,4,242.2,7.0,0,0.258819045102521,-0.9659258262890682,0.20791169081775931,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,968.8,0,0.0
0,50,11,31,4,4,4,231.75,197.0,0,0.258819045102521,-0.9659258262890682,-0.10452846326765305,-0.9945218953682734,-0.433883739117558,-0.9009688679024191,1.0,0.0,927.0,0,0.0
0,51,11,36,4,3,3,218.1,250.0,0,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749475,-0.433883739117558,-0.9009688679024191,1.0,0.0,654.3,0,0.0
0,52,11,36,4,4,4,229.9,12.0,0,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749475,-0.433883739117558,-0.9009688679024191,1.0,0.0,919.6,0,0.0
0,53,11,37,4,5,5,211.2,90.0,0,0.258819045102521,-0.9659258262890682,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,1.0,0.0,1056.0,0,0.0
0,54,11,42,4,3,3,224.2,269.0,0,0.258819045102521,-0.9659258262890682,-0.9510565162951535,-0.30901699437494756,-0.433883739117558,-0.9009688679024191,1.0,0.0,672.5999999999999,0,0.0
0,55,11,45,4,4,4,209.85,165.0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,839.4,0,0.0
0,56,11,45,4,5,5,203.0,18.0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,1015.0,0,0.0
0,57,11,49,4,3,3,213.55,224.0,0,0.258819045102521,-0.9659258262890682,-0.9135454576426011,0.40673664307579976,-0.433883739117558,-0.9009688679024191,1.0,0.0,640.6500000000001,0,0.0
0,58,11,55,4,2,2,194.1,364.0,0,0.258819045102521,-0.9659258262890682,-0.49999999999999967,0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,0.0,388.2,0,0.0
0,59,11,56,4,2,2,211.5,96.0,0,0.258819045102521,-0.9659258262890682,-0.40673664307580015,0.913545457642601,-0.433883739117558,-0.9009688679024191,1.0,0.0,423.0,0,0.0
0,60,11,59,4,2,2,219.05,183.0,0,0.258819045102521,-0.9659258262890682,-0.10452846326765342,0.9945218953682733,-0.433883739117558,-0.9009688679024191,1.0,0.0,438.1,0,0.0
0,61,12,3,4,3,3,229.25,249.0,0,1.2246467991473532e-16,-1.0,0.3090169943749474,0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,687.75,0,0.0
0,62,12,8,4,2,2,224.15,256.0,0,1.2246467991473532e-16,-1.0,0.7431448254773941,0.6691306063588582,-0.433883739117558,-0.9009688679024191,1.0,0.0,448.3,0,0.0
0,63,12,14,4,1,1,220.75,375.0,0,1.2246467991473532e-16,-1.0,0.9945218953682733,0.10452846326765346,-0.433883739117558,-0.9009688679024191,1.0,0.0,220.75,0,0.0
0,64,12,14,4,2,2,246.85,31.0,0,1.2246467991473532e-16,-1.0,0.9945218953682733,0.10452846326765346,-0.433883739117558,-0.9009688679024191,1.0,0.0,493.7,0,0.0
0,65,12,16,4,3,3,244.25,104.0,0,1.2246467991473532e-16,-1.0,0.9945218953682734,-0.10452846326765333,-0.433883739117558,-0.9009688679024191,1.0,0.0,732.75,0,0.0
0,66,12,26,4,1,1,221.6,595.0,0,1.2246467991473532e-16,-1.0,0.40673664307580004,-0.913545457642601,-0.433883739117558,-0.9009688679024191,1.0,0.0,221.6,0,0.0
0,67,12,28,4,1,1,262.9,105.0,0,1.2246467991473532e-16,-1.0,0.20791169081775931,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,262.9,0,0.0
0,68,12,32,4,2,2,259.95,231.0,0,1.2246467991473532e-16,-1.0,-0.20791169081775907,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,519.9,0,0.0
0,69,12,42,4,0,0,260.7,605.0,0,1.2246467991473532e-16,-1.0,-0.9510565162951535,-0.30901699437494756,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0,0.0
0,70,12,42,4,1,1,283.25,10.0,0,1.2246467991473532e-16,-1.0,-0.9510565162951535,-0.30901699437494756,-0.433883739117558,-0.9009688679024191,1.0,0.0,283.25,0,0.0
0,71,12,44,4,2,2,277.55,94.0,0,1.2246467991473532e-16,-1.0,-0.9945218953682733,-0.10452846326765423,-0.433883739117558,-0.9009688679024191,1.0,0.0,555.1,0,0.0
0,72,12,47,4,3,3,269.25,204.0,0,1.2246467991473532e-16,-1.0,-0.9781476007338056,0.20791169081775943,-0.433883739117558,-0.9009688679024191,1.0,0.0,807.75,0,0.0
0,73,12,48,4,4,4,272.4,87.0,0,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,-0.433883739117558,-0.9009688679024191,1.0,0.0,1089.6,0,0.0
0,74,12,52,4,5,5,256.0,186.0,0,1.2246467991473532e-16,-1.0,-0.743144825477394,0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,0.0,1280.0,0,0.0
0,75,12,55,4,3,3,265.7,222.0,0,1.2246467991473532e-16,-1.0,-0.49999999999999967,0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,0.0,797.0999999999999,0,0.0
0,76,12,56,4,4,4,277.2,56.0,0,1.2246467991473532e-16,-1.0,-0.40673664307580015,0.913545457642601,-0.433883739117558,-0.9009688679024191,1.0,0.0,1108.8,0,0.0
0,77,13,3,4,2,2,295.05,433.0,0,-0.2588190451025208,-0.9659258262890683,0.3090169943749474,0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,590.1,0,0.0
0,78,13,7,4,1,1,290.75,218.0,0,-0.2588190451025208,-0.9659258262890683,0.6691306063588582,0.7431448254773942,-0.433883739117558,-0.9009688679024191,1.0,0.0,290.75,0,0.0
0,79,13,10,4,2,2,267.25,183.0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,0.0,534.5,0,0.0
0,80,13,15,4,2,2,268.9,310.0,0,-0.2588190451025208,-0.9659258262890683,1.0,2.83276944882399e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,537.8,0,0.0
0,81,13,26,4,0,0,324.25,637.0,0,-0.2588190451025208,-0.9659258262890683,0.40673664307580004,-0.913545457642601,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0,0.0
0,82,13,32,4,1,1,344.8,355.0,0,-0.2588190451025208,-0.9659258262890683,-0.20791169081775907,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,344.8,0,0.0
0,83,13,38,4,1,1,340.1,384.0,0,-0.2588190451025208,-0.9659258262890683,-0.743144825477394,-0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,0.0,340.1,0,0.0
0,84,13,43,4,1,1,388.8,291.0,0,-0.2588190451025208,-0.9659258262890683,-0.9781476007338056,-0.2079116908177598,-0.433883739117558,-0.9009688679024191,1.0,0.0,388.8,0,0.0
0,85,13,48,4,2,2,392.45,296.0,0,-0.2588190451025208,-0.9659258262890683,-0.9510565162951536,0.30901699437494723,-0.433883739117558,-0.9009688679024191,1.0,0.0,784.9,0,0.0
0,86,13,52,4,2,2,422.8,249.0,0,-0.2588190451025208,-0.9659258262890683,-0.743144825477394,0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,0.0,845.6,0,0.0
0,87,13,55,4,2,2,380.2,158.0,0,-0.2588190451025208,-0.9659258262890683,-0.49999999999999967,0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,0.0,760.4,0,0.0
0,88,14,1,4,2,2,390.55,353.0,0,-0.4999999999999997,-0.8660254037844388,0.10452846326765346,0.9945218953682733,-0.433883739117558,-0.9009688679024191,1.0,0.0,781.1,0,0.0
0,89,14,9,4,1,1,385.7,528.0,0,-0.4999999999999997,-0.8660254037844388,0.8090169943749475,0.5877852522924731,-0.433883739117558,-0.9009688679024191,1.0,0.0,385.7,0,0.0
0,90,14,10,4,2,2,361.45,8.0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,0.0,722.9,0,0.0
0,91,14,11,4,2,2,361.7,101.0,0,-0.4999999999999997,-0.8660254037844388,0.9135454576426009,0.4067366430758004,-0.433883739117558,-0.9009688679024191,1.0,0.0,723.4,0,0.0
0,92,14,11,4,3,3,348.65,17.0,0,-0.4999999999999997,-0.8660254037844388,0.9135454576426009,0.4067366430758004,-0.433883739117558,-0.9009688679024191,1.0,0.0,1045.9499999999998,0,0.0
0,93,14,13,4,4,4,352.3,77.0,0,-0.4999999999999997,-0.8660254037844388,0.9781476007338057,0.20791169081775923,-0.433883739117558,-0.9009688679024191,1.0,0.0,1409.2,0,0.0
0,94,14,15,4,5,5,353.6,130.0,0,-0.4999999999999997,-0.8660254037844388,1.0,2.83276944882399e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,1768.0,0,0.0
0,95,14,15,4,6,6,348.45,2.0,0,-0.4999999999999997,-0.8660254037844388,1.0,2.83276944882399e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,2090.7,0,0.0
0,96,14,23,4,2,2,340.75,490.0,0,-0.4999999999999997,-0.8660254037844388,0.6691306063588583,-0.7431448254773941,-0.433883739117558,-0.9009688679024191,1.0,0.0,681.5,0,0.0
0,97,14,25,4,3,3,302.1,106.0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,0.0,906.3000000000001,0,0.0
0,98,14,27,4,2,2,327.3,130.0,0,-0.4999999999999997,-0.8660254037844388,0.3090169943749475,-0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,654.6,0,0.0
0,99,14,29,4,3,3,326.95,101.0,0,-0.4999999999999997,-0.8660254037844388,0.10452846326765329,-0.9945218953682734,-0.433883739117558,-0.9009688679024191,1.0,0.0,980.8499999999999,0,0.0
0,100,14,37,4,2,2,321.55,468.0,0,-0.4999999999999997,-0.8660254037844388,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,1.0,0.0,643.1,0,0.0
0,101,14,40,4,1,1,254.1,216.0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,0.0,254.1,0,0.0
0,102,14,44,4,2,2,245.6,242.0,0,-0.4999999999999997,-0.8660254037844388,-0.9945218953682733,-0.10452846326765423,-0.433883739117558,-0.9009688679024191,1.0,0.0,491.2,0,0.0
0,103,14,45,4,3,3,254.1,36.0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,762.3,0,0.0
0,104,14,46,4,4,4,183.05,65.0,0,-0.4999999999999997,-0.8660254037844388,-0.9945218953682734,0.10452846326765299,-0.433883739117558,-0.9009688679024191,1.0,0.0,732.2,0,0.0
0,105,14,48,4,4,4,187.7,116.0,0,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723,-0.433883739117558,-0.9009688679024191,1.0,0.0,750.8,0,0.0
0,106,14,50,4,4,4,160.65,144.0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,0.0,642.6,0,0.0
0,107,14,52,4,5,5,176.65,110.0,0,-0.4999999999999997,-0.8660254037844388,-0.743144825477394,0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,0.0,883.25,0,0.0
0,108,14,57,4,3,3,171.05,301.0,0,-0.4999999999999997,-0.8660254037844388,-0.3090169943749477,0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,513.1500000000001,0,0.0
0,109,15,1,4,2,2,172.7,216.0,0,-0.7071067811865471,-0.7071067811865479,0.10452846326765346,0.9945218953682733,-0.433883739117558,-0.9009688679024191,1.0,0.0,345.4,0,0.0
0,110,15,12,4,0,0,175.7,710.0,0,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0,0.0
0,111,15,14,4,1,1,185.55,61.0,0,-0.7071067811865471,-0.7071067811865479,0.9945218953682733,0.10452846326765346,-0.433883739117558,-0.9009688679024191,1.0,0.0,185.55,0,0.0
0,112,15,20,4,2,2,203.95,364.0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.0,0.0,407.9,0,0.0
0,113,15,24,4,1,1,211.55,289.0,0,-0.7071067811865471,-0.7071067811865479,0.5877852522924732,-0.8090169943749473,-0.433883739117558,-0.9009688679024191,1.0,0.0,211.55,0,0.0
0,114,15,28,4,2,2,204.55,232.0,0,-0.7071067811865471,-0.7071067811865479,0.20791169081775931,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,409.1,0,0.0
0,115,15,31,4,2,2,234.4,154.0,0,-0.7071067811865471,-0.7071067811865479,-0.10452846326765305,-0.9945218953682734,-0.433883739117558,-0.9009688679024191,1.0,0.0,468.8,0,0.0
0,116,15,36,4,2,2,238.9,284.0,0,-0.7071067811865471,-0.7071067811865479,-0.587785252292473,-0.8090169943749475,-0.433883739117558,-0.9009688679024191,1.0,0.0,477.8,0,0.0
0,117,15,40,4,2,2,247.8,243.0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,0.0,495.6,0,0.0
0,118,15,45,4,2,2,220.05,320.0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,440.1,0,0.0
0,119,15,48,4,2,2,219.65,154.0,0,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723,-0.433883739117558,-0.9009688679024191,1.0,0.0,439.3,0,0.0
0,120,15,57,4,1,1,217.8,587.0,0,-0.7071067811865471,-0.7071067811865479,-0.3090169943749477,0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,217.8,0,0.0
0,121,16,1,4,1,1,233.9,227.0,0,-0.8660254037844385,-0.5000000000000004,0.10452846326765346,0.9945218953682733,-0.433883739117558,-0.9009688679024191,1.0,0.0,233.9,0,0.0
0,122,16,2,4,2,2,245.15,66.0,0,-0.8660254037844385,-0.5000000000000004,0.20791169081775931,0.9781476007338057,-0.433883739117558,-0.9009688679024191,1.0,0.0,490.3,0,0.0
0,123,16,4,4,3,3,233.9,97.0,0,-0.8660254037844385,-0.5000000000000004,0.40673664307580015,0.9135454576426009,-0.433883739117558,-0.9009688679024191,1.0,0.0,701.7,0,0.0
0,124,16,4,4,4,4,230.85,18.0,0,-0.8660254037844385,-0.5000000000000004,0.40673664307580015,0.9135454576426009,-0.433883739117558,-0.9009688679024191,1.0,0.0,923.4,0,0.0
0,125,16,5,4,5,5,244.8,69.0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,0.0,1224.0,0,0.0
0,126,16,19,4,0,0,249.3,823.0,0,-0.8660254037844385,-0.5000000000000004,0.913545457642601,-0.4067366430758001,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0,0.0
0,127,16,21,4,1,1,246.5,136.0,0,-0.8660254037844385,-0.5000000000000004,0.8090169943749475,-0.587785252292473,-0.433883739117558,-0.9009688679024191,1.0,0.0,246.5,0,0.0
0,128,16,22,4,2,2,253.95,41.0,0,-0.8660254037844385,-0.5000000000000004,0.7431448254773945,-0.6691306063588579,-0.433883739117558,-0.9009688679024191,1.0,0.0,507.9,0,0.0
0,129,16,32,4,0,0,260.35,605.0,0,-0.8660254037844385,-0.5000000000000004,-0.20791169081775907,-0.9781476007338057,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0,0.0
0,130,16,37,4,1,1,280.3,307.0,0,-0.8660254037844385,-0.5000000000000004,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,1.0,0.0,280.3,0,0.0
0,131,16,45,4,1,1,293.75,451.0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,0.0,293.75,0,0.0
0,132,16,51,4,1,1,331.0,355.0,0,-0.8660254037844385,-0.5000000000000004,-0.8090169943749476,0.5877852522924729,-0.433883739117558,-0.9009688679024191,1.0,0.0,331.0,0,0.0
0,133,16,53,4,2,2,340.25,176.0,0,-0.8660254037844385,-0.5000000000000004,-0.6691306063588581,0.7431448254773942,-0.433883739117558,-0.9009688679024191,1.0,0.0,680.5,0,0.0
0,134,16,54,4,3,3,340.8,26.0,0,-0.8660254037844385,-0.5000000000000004,-0.5877852522924734,0.8090169943749473,-0.433883739117558,-0.9009688679024191,1.0,0.0,1022.4000000000001,0,0.0
0,135,17,0,4,3,3,309.15,383.0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,0.0,927.4499999999999,0,0.0
0,136,17,3,4,3,3,294.1,160.0,0,-0.9659258262890683,-0.25881904510252063,0.3090169943749474,0.9510565162951535,-0.433883739117558,-0.9009688679024191,1.0,0.0,882.3000000000001,0,0.0
0,137,17,5,4,2,2,289.95,101.0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,0.0,579.9,0,0.0
